filename,amplitude_modulation,autocorrelation,centroid_modulation_depth,crest_factor,energy_decay,harmonic_ratio,inter_peak_interval_variance,modulation_energy,post_onset_energy_ratio,rms,secondary_peak_count,spectral_bandwidth,spectral_centroid,spectral_flatness,spectral_flux,spectral_flux_variance,spectral_rolloff,sustain_ratio,temporal_centroid,zcr
EGFxSet_BluesDriver_Bridge_1-4.wav,0.06479018,0.9650592,1285.7056258868104,2.1472502,-0.003713587683051164,0.9750728,65.30612244897961,0.57289535,0.9921002,0.41582897,19,3796.832513031726,3528.947491204411,0.0014350514,0.66980124,0.116694525,7141.129595055105,0.99815536,2.076862982864668,0.058000263
EGFxSet_BluesDriver_Bridge_1-5.wav,0.08543719,0.9711442,1110.9666636746933,2.1293664,-0.005030362292847752,0.9714692,30.956597222222225,0.67360556,0.99273545,0.43080553,17,3551.970121654059,3245.0467245513814,0.0011060067,0.74765545,0.13694449,6461.8594565690255,0.99851847,1.9250049641794242,0.0555422
EGFxSet_BluesDriver_Bridge_1-6.wav,0.07313974,0.96662664,1246.2593956340252,2.2965622,-0.005208165098268801,0.96396697,34.3279958677686,0.71168023,0.9920166,0.38871983,11,3520.84748178495,3324.3500865992446,0.0013767955,0.7426881,0.12782732,6479.445738471578,0.99861515,1.931139652479182,0.06047193
EGFxSet_BluesDriver_Bridge_1-7.wav,0.070283666,0.967695,1215.3852986853185,2.1354947,-0.004892087279666283,0.9777443,83.53123140987506,0.6508634,0.9924479,0.39976576,7,3724.8855940190942,3489.1630931202444,0.0013606938,0.7720018,0.22361697,6991.296471686485,0.9988323,1.8722575531967276,0.05845378
EGFxSet_BluesDriver_Bridge_1-8.wav,0.07168662,0.9751915,1207.4624717502659,2.137642,-0.004539464866367014,0.9815749,66.25413223140498,0.6279371,0.9925832,0.416812,13,3701.9439007346855,3414.396185267072,0.0012971782,0.7518339,0.19217795,6847.608554778132,0.998505,2.012820814466546,0.054988913
EGFxSet_BluesDriver_Bridge_1-9.wav,0.075563006,0.95024735,1324.8296526645033,2.3613906,-0.006344789283580664,0.96740437,18.68870523415978,0.69824076,0.9898947,0.372771,12,3729.5894031474613,3747.944197687442,0.0016674626,0.74145067,0.21659578,7322.737932315836,0.9974824,1.6814935047038428,0.0720865
EGFxSet_BluesDriver_Bridge_2-0.wav,0.051439866,0.98500216,1156.5810995250408,1.6756161,-0.0008767921616581684,0.9834011,12.024105186267349,0.44127497,0.9947942,0.5243901,57,3756.5120528599873,3003.141658334525,0.0018654562,0.6852194,0.14054152,6451.51752374565,0.99932057,2.4375962813129317,0.033932127
EGFxSet_BluesDriver_Bridge_2-1.wav,0.058197644,0.9811384,1274.2132488883137,1.8361721,-0.0012080478135465607,0.9855325,17.03421760861207,0.3896553,0.9926271,0.4793999,30,3820.4092721716897,3169.501993979245,0.0016531046,0.6301967,0.10272716,6735.545968677494,0.99937457,2.386400927471767,0.04585962
EGFxSet_BluesDriver_Bridge_2-10.wav,0.08455467,0.9810476,1046.5523151344387,2.0727901,-0.005137015501872095,0.9620685,119.19937499999999,0.71803457,0.9918845,0.42515785,19,3364.470399567706,2966.522480954039,0.0012135506,0.7632697,0.1394402,5864.025793938515,0.9985821,1.862915775906125,0.045768917
EGFxSet_BluesDriver_Bridge_2-11.wav,0.11537597,0.981383,1185.460863141309,1.7966714,-0.00539266554084005,0.9691356,31.983624065503736,0.7459864,0.993691,0.49553758,30,3470.714626689206,3026.5048978016343,0.0011931594,0.8043693,0.25332263,6094.496016712587,0.53950477,1.86622711088897,0.045560297
EGFxSet_BluesDriver_Bridge_2-12.wav,0.08861872,0.97949684,1034.9960082898094,2.1741803,-0.006180649810877825,0.97259396,62.36054421768707,0.6920679,0.99269915,0.41112286,30,3425.8056851863676,3009.853510794417,0.0014854491,0.78389496,0.21608377,5976.138341067285,0.99897325,1.7095156213273233,0.049324486
EGFxSet_BluesDriver_Bridge_2-13.wav,0.1043702,0.9843154,918.9035763161119,2.0377116,-0.0066773483208333,0.9710005,25.48699271592091,0.7891459,0.99310225,0.43897265,34,3305.9309180643195,2919.193672470179,0.0025889054,0.7978031,0.18061644,5597.9833191342805,0.99859434,1.6641637890692778,0.04894353
EGFxSet_BluesDriver_Bridge_2-14.wav,0.085169874,0.9714902,980.1344037222894,2.229954,-0.006623954028122813,0.9693317,17.60995555555556,0.7133325,0.99132276,0.38858843,46,3461.9055017797587,3165.641002537377,0.0013869901,0.76431924,0.17622967,6121.724777044664,0.99876815,1.6400457732161997,0.059564896
EGFxSet_BluesDriver_Bridge_2-15.wav,0.06784919,0.985981,1054.8655891484764,1.9245619,-0.00412768085336666,0.9870242,21.39271541950113,0.7400609,0.9948666,0.46109223,68,3642.7021000103264,3092.3359131495126,0.0010076658,0.7953944,0.28256506,6414.346518815255,0.9990802,2.035608342115969,0.034766596
EGFxSet_BluesDriver_Bridge_2-16.wav,0.08199742,0.9796748,1042.977492670007,1.9901497,-0.005304004690622892,0.9793079,41.20454545454545,0.7391863,0.9931549,0.43930972,30,3635.000056803294,3233.126816886532,0.0012614236,0.8484487,0.3802872,6505.825161325406,0.9988664,1.9057474910116055,0.046322204
EGFxSet_BluesDriver_Bridge_2-17.wav,0.08459873,0.9798367,1091.1197628284997,2.039188,-0.005674292270107789,0.971871,24.171446883512253,0.7648765,0.9919864,0.42842665,42,3597.4958865647386,3188.260994890676,0.0019627626,0.6875483,0.11570758,6408.601000580046,0.99907124,1.8089139784595996,0.046798397
EGFxSet_BluesDriver_Bridge_2-18.wav,0.10277838,0.9764454,1060.0239424291697,1.8085843,-0.004784668887868634,0.9723771,39.741590554689246,0.7447889,0.9924955,0.4946179,34,3743.0022034100007,3406.2001485094456,0.0011977699,0.7657123,0.20645556,6906.9622561992455,0.71149105,1.9194039902159876,0.050639685
EGFxSet_BluesDriver_Bridge_2-19.wav,0.066641,0.96305203,1222.500250407325,2.41931,-0.005520538619535061,0.96202224,17.86601613811222,0.6931434,0.99007857,0.3716104,17,3706.344388099568,3526.459324451937,0.0019230357,0.7708065,0.17697872,6946.33154636746,0.9980366,1.795729761814394,0.061705496
EGFxSet_BluesDriver_Bridge_2-2.wav,0.067621924,0.9789218,1223.9839594772016,1.7673517,-0.001748533248177787,0.9824655,9.174603174603178,0.4518338,0.99305195,0.50209445,13,3715.438509167279,3094.8377212599635,0.0014888599,0.6233783,0.100416765,6513.519159657772,0.9991584,2.335413004270489,0.043156657
EGFxSet_BluesDriver_Bridge_2-20.wav,0.063480414,0.96471035,1239.9808730211441,2.278201,-0.005094210930744607,0.97253096,67.7775,0.73144865,0.9906018,0.38060766,10,3711.803891116765,3556.789698485428,0.0027805553,0.73930293,0.3243685,7010.031857236079,0.9981916,1.8932693820236661,0.05879845
EGFxSet_BluesDriver_Bridge_2-21.wav,0.08524622,0.97203714,1071.4260330654085,2.04531,-0.005522835982773537,0.9762061,30.841625906560978,0.7628615,0.9775446,0.43079352,45,3848.701464282213,3590.9278349623746,0.002508836,0.77234197,0.309109,7208.327177892981,0.99894536,1.8295638640657803,0.055995718
EGFxSet_BluesDriver_Bridge_2-22.wav,0.0833517,0.97170156,1068.916252669549,2.257494,-0.006296939847395404,0.95970273,48.82880945982262,0.78825897,0.9890149,0.39007425,32,3532.620872166724,3355.6282760325626,0.0011062645,0.7638267,0.12544045,6530.655792307135,0.99826473,1.5864255785687629,0.05996399
EGFxSet_BluesDriver_Bridge_2-3.wav,0.08389278,0.9910057,1308.1253466377389,1.6044606,-0.0012587374016459053,0.99296874,10.314968952305458,0.5289285,0.99513716,0.5663826,19,3853.571289446243,3116.6919719604907,0.0013774966,0.6508995,0.20322831,6762.77472900957,0.9990182,2.547280718836454,0.035106733
EGFxSet_BluesDriver_Bridge_2-4.wav,0.07008827,0.9819327,1285.249986788033,1.655673,-0.001493424060980099,0.9832726,14.354723089374499,0.42214015,0.9933289,0.5326188,42,3664.2348362628472,3006.909778316979,0.0017292878,0.72344434,0.1427793,6393.612692140371,0.9984161,2.3442413223656167,0.03709314
EGFxSet_BluesDriver_Bridge_2-5.wav,0.05029928,0.98315555,1287.2394879658052,1.9840287,-0.0016440229486793963,0.98634166,15.7490234375,0.44857794,0.99300784,0.44664714,24,3789.69443404125,3204.605542359914,0.0011513144,0.71202743,0.1974574,6784.95742550029,0.9989527,2.347328795018078,0.041750755
EGFxSet_BluesDriver_Bridge_2-6.wav,0.04948829,0.97805333,1267.5456364393774,1.9635177,-0.001118714437770911,0.9771299,13.237654320987657,0.3722027,0.993295,0.46137056,18,3755.673163259487,3177.1031281874525,0.0017425552,0.73675853,0.18518421,6705.91907899507,0.99924934,2.413925935285434,0.04134259
EGFxSet_BluesDriver_Bridge_2-7.wav,0.06874425,0.98518735,1187.2938781336527,1.7914174,-0.0023094857491183915,0.9886669,9.886945983379501,0.49475992,0.9945194,0.50073737,64,3594.621877751819,2938.887165009393,0.0010759718,0.76776826,0.18356137,6187.473490066705,0.99920136,2.211859662061255,0.036254134
EGFxSet_BluesDriver_Bridge_2-8.wav,0.060085673,0.9734954,1182.4482690956754,2.0767763,-0.002985032804415977,0.9774047,17.0125,0.55190504,0.99291855,0.432987,34,3835.843371664593,3448.2527343835327,0.0014809193,0.72285503,0.1655339,7134.634661397912,0.9987576,2.1534770201173314,0.05130182
EGFxSet_BluesDriver_Bridge_2-9.wav,0.08119151,0.9779036,1014.4852957650174,1.7938678,-0.004268393550791268,0.9846648,13.190465582535085,0.72345304,0.993495,0.49386328,62,3838.6884794942775,3453.3303517080626,0.0013412198,0.7690542,0.23182544,7159.914941632831,0.99931693,1.9987504325014276,0.04479839
EGFxSet_BluesDriver_Bridge_3-0.wav,0.03572462,0.9837709,1131.4755033141942,2.1612463,-0.0008328898224849885,0.9809428,16.398085159989925,0.2863825,0.9925163,0.4112609,35,3955.9112476714363,3131.405326022934,0.0028884902,0.73690593,0.1329945,6880.832638486079,0.99681985,2.374311355491679,0.03603191
EGFxSet_BluesDriver_Bridge_3-1.wav,0.051294748,0.98452437,1094.973061484649,2.2473085,-0.0036159904704197417,0.9772247,6.428977551220468,0.6257504,0.9913878,0.3935255,64,3523.395799823592,2826.236524801552,0.0020802615,0.7402496,0.12539092,5983.282768090197,0.9966302,2.0753861733235848,0.036000162
EGFxSet_BluesDriver_Bridge_3-10.wav,0.06847279,0.99288034,1090.8384420960444,1.7278848,-0.0030046847910406593,0.992735,18.222222222222225,0.66593766,0.9952012,0.5109688,35,3220.4163221509493,2400.4977750627545,0.00085913046,0.861264,0.41238013,5110.46360661978,0.999228,2.150263899813469,0.021279007
EGFxSet_BluesDriver_Bridge_3-11.wav,0.08419127,0.99381644,955.1549321267298,1.5842745,-0.003820304732848602,0.9930197,4.335428994082839,0.7082757,0.9942685,0.5366971,89,3276.291452105675,2467.1073255346096,0.0007158799,0.8502668,0.48827672,5243.559785564095,0.99933237,2.0426084807485885,0.020689435
EGFxSet_BluesDriver_Bridge_3-12.wav,0.115735635,0.99372095,886.5037122568297,1.5681645,-0.0049931738288703145,0.9892464,38.00086505190311,0.7567999,0.9939259,0.5715174,58,3364.034164883429,2597.7428608002533,0.00083605456,0.7935489,0.40283445,5546.623382214327,0.9994134,1.9308251814587731,0.023047723
EGFxSet_BluesDriver_Bridge_3-13.wav,0.12058984,0.99106276,828.0524339867944,2.2944906,-0.008550829188014322,0.9711642,10.528934559221199,0.847561,0.99074286,0.4040469,36,3021.8919525933843,2586.665491106215,0.0017685024,0.860905,0.40022704,4976.867817394142,0.99872714,1.2770625255066943,0.044938978
EGFxSet_BluesDriver_Bridge_3-14.wav,0.058452904,0.9931771,953.8198085827964,1.7651708,-0.0027824929432972456,0.9922856,66.25,0.6682494,0.9948229,0.5018629,44,3209.8689350353757,2387.965247316338,0.0006507674,0.7257085,0.22333552,5075.291042814675,0.9992864,2.0801982396447163,0.021723455
EGFxSet_BluesDriver_Bridge_3-15.wav,0.07001383,0.99208117,901.9750323354838,2.002743,-0.005004373358512981,0.99092084,106.8939959781672,0.76799333,0.9938399,0.45000958,52,3344.121916375473,2573.597968705582,0.0009703759,0.68977404,0.1736226,5446.151754640371,0.99869734,1.944981941108969,0.024625963
EGFxSet_BluesDriver_Bridge_3-16.wav,0.12635437,0.9914916,850.651272879949,1.7947887,-0.007545175297011556,0.98836595,26.0019,0.84212625,0.99258256,0.49536663,74,3256.2449050172754,2651.3714360753133,0.0011111082,0.7472297,0.19386578,5397.639596323956,0.9981733,1.670258181822073,0.034081787
EGFxSet_BluesDriver_Bridge_3-17.wav,0.1217315,0.9899929,783.5037823709116,2.1589103,-0.009188844254251184,0.98114663,3.2206222222222225,0.8768591,0.9907303,0.40614673,36,3144.5931815470885,2718.5488212328314,0.001264836,0.7753327,0.23151383,5282.979036760441,0.9985336,1.3072932215897233,0.048340354
EGFxSet_BluesDriver_Bridge_3-18.wav,0.09896689,0.984226,933.3398926487868,2.290391,-0.007699307998074481,0.96833557,25.060208239022188,0.8123214,0.9876692,0.38375422,18,3173.8810377338386,2851.49594024606,0.0014461401,0.84651005,0.27087116,5491.566329212587,0.99787647,1.3795873731703299,0.049750794
EGFxSet_BluesDriver_Bridge_3-19.wav,0.09424033,0.98175824,1065.6575214987988,2.1627738,-0.007278255569097524,0.9747983,33.80836734693878,0.8274937,0.9891247,0.41296378,29,3169.5925159624057,2844.5868869017336,0.001071581,0.79001534,0.22910224,5519.694388051044,0.8277275,1.6506569773598507,0.048775733
EGFxSet_BluesDriver_Bridge_3-2.wav,0.048818648,0.98905927,1129.0743250808246,1.9007503,-0.0013131267709706534,0.97624356,9.995454545454546,0.4257247,0.9930031,0.47667432,84,3473.5436273119067,2649.4598581990845,0.001567101,0.7064805,0.12465094,5688.113013884861,0.9977151,2.323972389272601,0.028385617
EGFxSet_BluesDriver_Bridge_3-20.wav,0.120356135,0.98472834,993.761207666348,2.0832305,-0.009024809102874022,0.9816269,8.227318914211061,0.87089646,0.99005586,0.40397695,42,3247.6053202461394,2906.4568485645414,0.0017567602,0.9183249,0.89608544,5633.905298361369,0.99855536,1.345082729082486,0.05233584
EGFxSet_BluesDriver_Bridge_3-21.wav,0.10548994,0.98479295,894.4262987184744,2.1647408,-0.0074888844225129555,0.9737166,19.87024691358025,0.8339004,0.9774463,0.41175154,45,3339.875833729662,2974.908279966224,0.00093792,0.8223602,0.71138316,5831.800930793213,0.99846137,1.4309457732901196,0.049496822
EGFxSet_BluesDriver_Bridge_3-22.wav,0.116809346,0.98183614,972.8043036154493,2.0632398,-0.007663802767675026,0.9682651,68.66589506172836,0.8365344,0.9769078,0.41340643,18,3377.4999532992197,3103.0370797940545,0.0011822641,0.8845506,0.865738,6048.631792887181,0.9633916,1.3709272479205972,0.05669867
EGFxSet_BluesDriver_Bridge_3-3.wav,0.06798985,0.98784006,1106.7309515130858,1.9157395,-0.0034241364005269817,0.971837,40.113258026159336,0.6322363,0.9929939,0.461083,40,3390.074898056503,2668.7072661495363,0.0019949474,0.7429015,0.13027821,5555.866172418793,0.9977138,2.070945605312951,0.03120649
EGFxSet_BluesDriver_Bridge_3-4.wav,0.055080198,0.99234223,995.9805844357405,1.7250702,-0.001729761331078042,0.9811285,26.387530233808118,0.4921849,0.99390036,0.49100414,26,3441.496471251166,2562.1506223211795,0.0012784374,0.7975486,0.21342725,5506.254871483468,0.9993403,2.3039717067915686,0.021678103
EGFxSet_BluesDriver_Bridge_3-5.wav,0.05147457,0.99346393,1111.7910303836911,1.6443347,-0.0008888920648906435,0.99108297,21.34467455621302,0.42349485,0.99429893,0.53646326,40,3353.9965416066234,2418.158236411178,0.00090117235,0.8151453,0.26636115,5303.61294137906,0.9992293,2.417120793004537,0.019093057
EGFxSet_BluesDriver_Bridge_3-6.wav,0.05067075,0.9933716,1108.164937202281,1.5978763,-0.0006404204367439598,0.9921547,8.200831758034026,0.3660833,0.99488723,0.55330676,80,3477.7497435092755,2538.1593774183066,0.00097117317,0.812904,0.28815815,5603.728837369489,0.99939865,2.445444085641793,0.019369703
EGFxSet_BluesDriver_Bridge_3-7.wav,0.047401313,0.99253833,1222.0079691805427,1.7414362,-0.0010232276542104606,0.9922145,8.045013850415513,0.4585558,0.9945855,0.50402045,62,3275.872328892706,2420.7038281017153,0.001057464,0.8167417,0.2628593,5219.5285310324825,0.9994003,2.4087906415496847,0.021596469
EGFxSet_BluesDriver_Bridge_3-8.wav,0.05524921,0.993059,1153.9766868799184,1.8055811,-0.0019895122394756274,0.9927701,9.786011080332411,0.57945275,0.9952186,0.4969242,60,3131.1069385285605,2295.1603782650473,0.00095928,0.8494904,0.32346126,4880.0433448738395,0.99907136,2.2804378222677597,0.020898053
EGFxSet_BluesDriver_Bridge_3-9.wav,0.046506826,0.99245363,1154.0839059864447,1.8281682,-0.0017552534645547263,0.9922083,5.528888888888888,0.56057143,0.994634,0.46821743,81,3239.1729249765926,2412.70542041708,0.00095844077,0.80946666,0.3878423,5171.915671222448,0.9989487,2.3076067376683733,0.021773342
EGFxSet_BluesDriver_Bridge_4-0.wav,0.03416975,0.9920109,892.4901161618161,1.9109682,0.0001628285984086038,0.9713218,8.396430502974582,0.13032639,0.99333316,0.46530828,6,3775.873265073161,2618.8257708370043,0.0016734488,0.46623453,0.08220513,5702.401867930685,0.9981107,2.5689156732975356,0.0221679
EGFxSet_BluesDriver_Bridge_4-1.wav,0.036074724,0.9893484,906.5157992429243,2.0992477,-0.0007237601930400641,0.9712287,15.627851616742706,0.27021995,0.9921632,0.42338672,43,3695.2443071509074,2653.8817570667725,0.001878035,0.542583,0.087943316,5665.880356366009,0.99753684,2.3445396283601396,0.027991056
EGFxSet_BluesDriver_Bridge_4-10.wav,0.054066624,0.9961265,930.6275344603013,1.8264092,-0.0023731386658766025,0.98923683,29.28098765432098,0.580038,0.99514496,0.48776314,42,2849.0023300433995,1948.3821490234413,0.0007537585,0.7850539,0.26639062,4075.2711037195477,0.9988282,2.1764612293258594,0.015020477
EGFxSet_BluesDriver_Bridge_4-11.wav,0.05046178,0.9960862,894.1531936906541,1.6098261,-0.0014333648197319096,0.9918226,2.778349556699113,0.45049334,0.9948225,0.53468907,120,3138.0583443703126,2156.205479015982,0.00061686325,0.73356074,0.3030547,4650.972030887471,0.9991992,2.285242062823743,0.014498932
EGFxSet_BluesDriver_Bridge_4-12.wav,0.04644827,0.99559623,958.8187582311572,1.9506079,-0.0023917125379334845,0.9890096,11.573361082206032,0.59174025,0.9944732,0.4539211,58,2987.2482773506763,2080.120762597239,0.0005522921,0.75696826,0.29058266,4420.152080916473,0.99873024,2.178605652833817,0.015913904
EGFxSet_BluesDriver_Bridge_4-13.wav,0.043179866,0.9956643,936.0071570373559,1.8095446,-0.001653746820879288,0.992524,3.2411413180708695,0.49921283,0.9949932,0.4884459,90,3218.315023110651,2264.140427966795,0.00062451075,0.7813098,0.33134723,4964.377560361079,0.99936414,2.2558424293668007,0.015600977
EGFxSet_BluesDriver_Bridge_4-14.wav,0.040844247,0.99522686,937.6344939670947,1.6329994,-0.0008237088906265261,0.99381775,2.5249260951357173,0.32860285,0.994667,0.54476446,115,3471.5052178537026,2458.3467623837532,0.0005852793,0.6184018,0.24650583,5465.136945330626,0.9988987,2.344504218134093,0.01609531
EGFxSet_BluesDriver_Bridge_4-15.wav,0.043807033,0.99479216,970.7061845912348,1.79973,-0.0017147811708754905,0.9927052,15.661438615467821,0.5141284,0.99467576,0.49042746,34,3319.6285918270532,2371.1933467608765,0.00069205544,0.73179996,0.2932783,5204.190495395882,0.9987561,2.2524053757718305,0.017492143
EGFxSet_BluesDriver_Bridge_4-16.wav,0.085603945,0.99485165,966.3544574837192,1.6992564,-0.003967897294332518,0.9860978,4.636245272490544,0.7056031,0.9930734,0.535104,120,3271.5935377460323,2442.6025085287015,0.00062809093,0.70345044,0.21104236,5283.428686013631,0.99749124,2.0015992204839446,0.018784666
EGFxSet_BluesDriver_Bridge_4-17.wav,0.13122457,0.9942937,897.0479232086986,1.4605536,-0.004985020962010237,0.98674554,66.91555555555556,0.7564337,0.9931627,0.6067735,52,3298.622145145954,2509.7225867397306,0.00071658497,0.70626986,0.22265816,5349.4771652044665,0.92805904,1.903472712929828,0.022204183
EGFxSet_BluesDriver_Bridge_4-18.wav,0.08882544,0.99381894,750.2106095461023,2.0498955,-0.006578796857842904,0.9842242,9.514949514753454,0.8133202,0.9913331,0.43496966,83,3173.1327739769167,2475.7115754668694,0.0006136189,0.7251104,0.2290717,5067.996732707366,0.9986056,1.7056954763998764,0.029560225
EGFxSet_BluesDriver_Bridge_4-19.wav,0.057199754,0.9934196,899.3077561620313,2.2023091,-0.004896240518205659,0.9872836,6.7541322314049586,0.7720748,0.99168587,0.4005648,58,3188.730290906961,2423.1535278480683,0.00061302976,0.7052608,0.18137576,5056.455735208817,0.9991534,1.8255797027402412,0.022526179
EGFxSet_BluesDriver_Bridge_4-2.wav,0.0379015,0.99257314,839.4382886747461,2.018076,-0.0008363073566350601,0.9856153,23.995837669094705,0.27556494,0.9924386,0.45273313,49,3633.2686051433157,2483.5291056830692,0.0012004068,0.5470712,0.09698548,5335.238272186775,0.9979603,2.322840825027351,0.022022776
EGFxSet_BluesDriver_Bridge_4-20.wav,0.12174849,0.99155873,835.3262802606438,1.8616152,-0.00644965537849091,0.9699195,5.723617361010307,0.8038852,0.98947084,0.47994316,53,3379.078774115044,2711.6437332160012,0.0010244135,0.6687388,0.12823136,5624.16289787558,0.9986896,1.6018133959081124,0.036816493
EGFxSet_BluesDriver_Bridge_4-21.wav,0.051082917,0.9931525,882.8220336499048,2.0741067,-0.003711259836980822,0.98140854,15.2568962281854,0.73711336,0.9900814,0.42822176,67,3027.0017012781577,2320.7746440265923,0.00022845299,0.7871226,0.17804416,4743.499854988399,0.9984531,1.9060627822172913,0.023632761
